,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
562107,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,1,Refinance,1b4daf4b-221e-4092-9e42-88bb013627c1,8,399594780902259705_8355850645610940053,perf,1.0,a9dd362a-8c42-49c0-a91d-4f8635c0996e
562111,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,oklahoma (united states),oklahoma,united states,oklahoma (united states),0,0,Other,0,1,1,Refinance,8005f236-cda9-42b9-9207-e0b478158c99,34,3334326876130238232_7141257283990839795,perf,1.0,f1ecaaa5-9155-4e10-b62a-bb6cdb1f9667
562150,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Tablet,0,1,1,Personal,240c0f95-6480-4cc8-8892-9a95cc305d59,12,261370226932763453_3475916346465477384,perf,1.0,764bc5c8-02f8-492d-9560-7bcc1fb76916
562249,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,8c43a59b-6888-45f5-97db-1079b8bd6b18,3,2394522763137157824_1558905811519018496,aff,27.0,0ab857a5-f5fe-419c-bcc3-734a84ebbd20
562271,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,55,Personal,6a15714e-3cb6-44dd-b1cf-7ce1b9b9dba6,7,2546079371746344635_2585836559977821927,aff,27.0,e3ad38c0-7082-4163-b61c-3e7f2b03e349
562291,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,0,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Purchase,fb746640-555f-4e84-9d22-d0cd327d1e7e,1,1400875557420154579_337764672829963754,aff,27.0,5a0979a2-ec3e-400b-a76b-30a6ff8c1277
562372,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,1,Refinance,dafaf9bf-e917-4c0b-8119-f63e31245c70,1,4230701100947187205_3728447007213614346,aff,27.0,73c6d889-e685-43e3-9d82-5e24d991094d
562493,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,1,0,0,0,0,0,0,0,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Mobile Phone,0,1,2,Personal,b2667b5e-9ed0-4333-82a2-f50095f8c08c,10,6674179448839513792_11393013296890294,aff,27.0,40b79f06-3c39-4122-a8b3-aabdafaccefb
562574,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,virginia (united states),virginia,united states,virginia (united states),0,0,Other,0,1,1,Refinance,383e7e38-a952-4b52-9e2c-7567cb48c14b,3,4389463608763397019_6331174083061000867,aff,27.0,d303d3da-9a9a-41da-b61c-01f21832e5ee
563214,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,1,Personal,26f90b99-b685-4279-b124-82c8a78f658c,4,4962773881025856331_1944458274677734120,bd,31.0,f4558219-566d-47f8-811a-fed8b257c023
563229,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,0,0,missouri (united states),missouri,united states,missouri (united states),0,0,Mobile Phone,0,1,1,Purchase,5b0b8a91-0faf-4827-bc87-8f8cc33c45e6,2,7034636705031539823_5442153105781444243,bd,31.0,268aa6b1-f0df-4987-ab41-8a5bb1165678
563244,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,0,0,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,1,Refinance,ba766aa0-363e-4880-af43-f496b5783255,15,3128466924078068192_7152743427945997306,bd,31.0,92d70fa9-207d-4edb-8099-2ed99f51d2f4
563305,0.0,0.0,0.0,0.0,0.0,0,1/20/2018,0,0,0,0,0,0,0,1,0,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,4,Refinance,0e9b689a-6b2c-44aa-87c7-d980030df086,4,5614711003257701599_196618661283492968,bd,31.0,4b643a73-c783-4e5c-b997-814a7fbd3337
565423,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,ohio (united states),ohio,united states,ohio (united states),0,0,Mobile Phone,0,1,1,Personal,0ae3b1cc-367d-424b-a510-8924a7e001f9,2,5363091726431200933_8847441627879381057,perf,1.0,4dce3ed7-25e3-4d0f-9754-78b0c8459c53
565440,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,1,Personal,e6d3d5a6-f27f-4d26-a3d3-d22c128d9d70,8,3383413426041195813_5287913516055248095,perf,1.0,6d63091a-0912-4f28-a62f-de4e88e976b5
565443,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,0,1,1,Personal,5878b358-1117-435d-9856-d9d665430491,22,2115434905816510888_4442685280694379173,perf,1.0,60995a12-e4a9-4cfe-a0d4-dc124b2fb62b
565483,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,5,Purchase,89f29506-3392-40bc-b376-22605a0d6c74,2,8340627491722059066_3042920468824811689,perf,1.0,a5c1cb22-e711-492e-8483-db1af5030932
565484,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,9,Purchase,8498f536-2571-4a85-b026-16fa56959ba1,8,7771956342096881563_4676666457450451298,perf,1.0,6d27f423-9ef0-48e8-9795-5813012db869
565527,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,alaska (united states),alaska,united states,alaska (united states),0,0,Mobile Phone,0,1,1,Refinance,f6be4938-58f0-446b-9a3c-2d83b8a8d44d,2,7075806548250239929_1220954569888077711,perf,1.0,a6e9fa0c-525d-42c4-9d7e-4b470c019614
565529,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,1,Refinance,c86f3c6e-faed-43e8-9f1a-b9d882a4b851,2,1176559472533654905_8627816674990703000,perf,1.0,fd262303-875f-40a6-96ad-31fdfdff72c0
565673,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Mobile Phone,0,1,1,Refinance,ce65b4a6-0329-4b21-81b2-8651141b0d5b,5,6253951864556754548_6526374031308196998,perf,1.0,04ea0220-5d01-40d3-bdb3-3b13b585b2b4
565678,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Refinance,219fa220-622a-459e-b77a-13ce66314718,7,6607872055444914444_1962646905324851966,perf,1.0,44f697ba-1e2c-4f64-8ebe-2892e20a5995
565776,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,29,Auto,1fb15c12-e59d-45c0-b3c4-4255ffa475b8,1,2839228396546220900_7634761296832613159,aff,27.0,01d6f217-4f4e-4397-a3c8-74643503e86e
565832,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,1,Personal,53d328ce-fa25-4fbe-ba8c-6b73de738cd2,7,7300411167433669440_8061009651605304021,aff,27.0,59bc2612-1ccf-499f-84f4-20ea13568faa
565857,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,1,Personal,917cc0a9-b963-4bca-b00a-dd866ac8e096,2,5883838259323505642_6455650016858753142,aff,27.0,7ceb26c8-b646-49d5-b160-6a62604a7f15
565885,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,1,Personal,c9255fd7-3ec3-4287-84d5-6f364236ec5a,10,3288264270368797663_3090817788234300847,aff,27.0,00b78e5c-9552-4dd2-a7c3-178dfa12c7dc
565889,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Personal,0fdf98f9-03f2-4798-a9e3-8d798cf9990c,19,8046006095649763810_7634776176538796649,aff,27.0,c6255b69-1f52-42c2-94f4-5b602dc1c472
565891,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,16b12d25-457b-4fa0-94ca-7fe916d9ec52,33,2461269007348228877_751803435776694371,aff,27.0,f5cb87df-977b-4eb5-9766-0fc3a6a31535
565900,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,2,Personal,9e8e63ab-b647-4afe-aa55-441b426d83a7,9,452063760652296286_2405375674039007595,aff,27.0,f9bb40c0-595d-4493-abe7-34d62ebf4fc0
565902,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,ohio (united states),ohio,united states,ohio (united states),0,0,Mobile Phone,0,1,2,Personal,0932bf5d-e3f5-47c8-9dc1-3b70e932b268,14,244999101850247940_8277628669885345105,aff,27.0,9f80037b-142c-4eef-8a1e-a72e362f4cec
566002,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Mobile Phone,0,1,1,Refinance,da7d600c-dbf7-48a3-aba9-98b0f921cec6,1,1827690553023613465_6048012488924470019,aff,27.0,e197d680-4919-4a88-b65a-3755ee19467c
566062,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Refinance,f9762512-5ccb-434e-a442-c0fc04a10920,3,8318037018539294805_3724040450649403809,aff,27.0,77750cc7-17b8-45f8-9bda-8d758c52cf20
567112,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,a4643216-9f78-4e3b-989b-e9dd29da8224,1,6382008707179084061_2067132224359293800,bd,31.0,66a4534e-463d-4148-b409-c29f7234d649
567126,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,1,Personal,2f26deb6-55fb-4c72-b5bd-8124f721cec8,2,4620101123945386214_4123573016156698405,bd,31.0,93efb9c6-7533-4b69-b237-8bc25b29e430
567131,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,colorado (united states),colorado,united states,colorado (united states),0,0,Mobile Phone,0,1,1,Personal,34abe43d-353e-4a62-a33d-60ccd6c8811a,2,5605213214147061839_4468435992296575822,bd,31.0,5f5e32d7-7349-4a4b-a027-8e0a3abe029f
567166,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,56e961ae-77f8-4d67-b5c5-6738e11a275c,2,2796682715124579818_204526839292223883,bd,31.0,9749f76f-585f-4c7d-b2cb-6e9328dfb89d
567185,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,261babec-e059-49cc-84c6-ce660ac4ac65,3,8152881499038749400_4247443149686512051,bd,31.0,ce97cdf7-a439-4da0-874f-b043c5f2874b
567192,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,1,Personal,a73047a7-3a26-439d-9351-f690b8353197,4,7611245414798276431_6732967953473320935,bd,31.0,d10a3379-5bba-4688-8371-fed5845ccec8
567195,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,1,Personal,7530082c-d8a9-4831-ba2d-b0e02db17511,4,5765236403132714852_5524731492255356689,bd,31.0,1d11a293-032c-49fd-b56d-8f52bf3bed4c
567197,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Personal,315d60e7-4ff5-4f43-99c2-158e4abc2a82,5,4461921628556760280_1988380792429383979,bd,31.0,e8de9b6f-c363-489c-8379-bc7dc0d85c49
567198,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,1,Personal,f9e8431c-46a4-4a0c-a13e-3c3084b5a7d5,5,1960445000455884262_2212510402430659244,bd,31.0,bd5e26f3-f4e6-4777-9443-beaa8205cb75
567200,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,1,Personal,ee2b7b48-509e-4a36-b1ae-3f828c1e33e2,7,4780118879054010043_2260231245980335350,bd,31.0,76547ad9-4729-4337-8df5-e46158242dcb
567206,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,1,Personal,9f5c2c7f-fdef-40ba-a6d9-fb0ce070dba6,9,3130067151857514614_2837939150756569654,bd,31.0,1a926291-7599-4e46-8bb3-415532a691f2
567208,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Personal,2fb893c8-3233-4fb1-a045-3407ca6cc0df,11,9120474890156790641_8980861425677829001,bd,31.0,c88c13cb-24ea-4638-a6d5-647ee8888cb6
567209,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,1,Personal,b1a7a1d0-3fd8-492c-bd48-bcfbf59f1f80,11,3012354890142411100_1181768756705495945,bd,31.0,85730a98-2a59-4e84-a32b-4388a2b60f2e
567211,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,1,Personal,228f75bd-6eeb-4cc7-9905-adf64dff4980,13,7890102626265913607_2257329876150104269,bd,31.0,0732b24b-7b80-44d8-ac04-15d3112d8d22
567213,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Personal,23ffef27-80ed-402d-9e7a-20c923871b5c,17,79652926707359183_5703715512906954943,bd,31.0,6648615f-ed89-457f-8420-8ec01a84e8db
567215,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,8d5c725e-fc30-4b3d-b8fb-5066a3027f4b,17,8771492597072184044_758399644685454299,bd,31.0,2236e38d-9a79-4f21-afa7-b14dd1a2c597
567216,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,1,Personal,f6be3e6a-10d4-45b0-a25c-9a5f21c4291e,21,1286834800324580762_2023359123701796869,bd,31.0,3b3ff939-d8f8-48f9-a26f-af43709d5891
567217,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,1,Personal,eafc6a11-6e01-4f11-b97f-ca110dfb9281,21,4960973808588522587_4881144908805712285,bd,31.0,93d64801-06c9-48b1-abe9-58388f9992fe
567218,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Personal,19673beb-88ac-479d-bafb-9d8b119e359b,33,853943798958538580_4164586629316305798,bd,31.0,da02d89e-0944-45e1-b6c6-3784e56582b3
567277,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,3230c320-d350-4ccf-ab6f-81be40c19411,2,1539348858301037924_8400913585059954381,bd,31.0,4d96fa3c-db47-472f-b07d-62833b0b5c7a
567292,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,2,Personal,401ac36c-d16a-416c-abdf-b4f982c0cc72,2,1278371216935670609_6070703215345374865,bd,31.0,ab003150-53d5-447c-9fb7-5f9c97310a6f
567299,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,2,Personal,68bccc41-142d-437a-b7dc-8a19b5a67055,3,7396852338031147159_4890562852825300926,bd,31.0,4ad66715-0502-41f3-b3d9-092d18a6f1c6
567305,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,2,Personal,09d40ba7-9cf2-43b3-ace4-6f5759f1a29b,5,5461534038547171302_3422852770591854393,bd,31.0,2e3126d0-0178-45dc-8bb6-4d293f8ca64a
567307,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,oregon (united states),oregon,united states,oregon (united states),0,0,Mobile Phone,0,1,2,Personal,e193ac26-6bf4-4381-9338-6a6da20a46cc,5,6426266919859803455_5722773529272956374,bd,31.0,2cc66e81-8211-4962-ae52-3769a1c0e019
567308,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,2,Personal,031d6f22-39d4-49de-b7ba-e4c1c27d995f,6,799496154581266611_4831844572911899190,bd,31.0,6d16c91d-7d9d-4901-a3fc-06f2e88805f9
567309,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Mobile Phone,0,1,2,Personal,39f02a55-936f-4f61-aebf-243e21a6e757,6,3346783371394408046_4051089904482594084,bd,31.0,d28e8d85-3caa-4e76-bb44-33fc28dd39e8
567318,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,3,Personal,03496988-6658-4bbb-b082-15cf3c69d49f,1,5876515893994237388_4159797241101847053,bd,31.0,c087de49-4823-41ab-a538-ec1343346a78
567320,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,5,Personal,1da51505-4be3-43db-9793-f3fce3d89f00,1,6152732003449598765_568895161273346959,bd,31.0,8dad7aa3-91d7-487e-9d3f-94b88f966f41
567321,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,57,Personal,b88b133d-6d67-4e53-861f-05c6ce47094b,13,4457449118993916439_1863987089421245101,bd,31.0,b56c3d9d-6ae6-49d0-bdc2-ae366268815d
567334,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,1,Purchase,3f1b95d2-2653-47d2-9254-4f427ba254d0,2,2422958059481890151_6711663521368441005,bd,31.0,48d5f5fa-afd0-4865-9430-e2e0fc16e087
567470,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,1,Refinance,63e3b0a1-46af-40c3-9b25-029cb66664a5,14,6596406308273605130_7834861848865071809,content,31.0,0df414e1-fa42-45d2-b45f-85193385fd2f
567539,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,0,0,1,0,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,2,Refinance,afd2ae44-1dee-4576-bb9d-ccf8b31371f0,2,4673736181448333834_5780930587679025165,bd,31.0,f8b98c79-6687-43bb-9df6-a12b98207490
568939,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,louisiana (united states),louisiana,united states,louisiana (united states),0,0,Mobile Phone,0,1,3,Home Equity,34136121-41c0-4dc9-99ba-a4346b05f876,1,7349902376649880203_4126255611226084531,perf,1.0,1c06b6be-2fde-4002-b050-00c496637b2a
569052,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,1,Personal,38592960-4365-4427-96b1-09abfb0f7490,10,1905282396599585743_4112116231887435138,perf,1.0,d95a5f7e-04d6-4390-973a-20a16565a2e1
569055,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,1,Personal,184363ab-7157-4d26-88d8-9f3afb84c3d8,16,377057744526634549_6567369299617364540,perf,1.0,9719829b-7395-46be-bc29-884fb26de268
569057,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,1,Personal,1ecc9645-72a0-48ba-bb9e-d680859dacff,40,8006298429990557097_3257218327420736996,perf,1.0,86921b77-d01d-4b71-8c78-d4c2f789853a
569074,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,2,0,0,0,0,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,5,Personal,72d093ad-c42e-4587-97d5-78951a085f09,2,6064086211515673385_2674142136730553325,perf,1.0,46e80c41-a842-4acb-aceb-22f2dfdc1113
569142,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,1,Refinance,d1de692f-9141-4881-ab9a-6179cad7a326,2,665034344486582530_8217402660765171537,perf,1.0,1057c8f2-2136-4d21-b895-9b436faa2203
569147,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,1,Refinance,7e8179c9-96f0-4c00-8746-761e8d5c750d,5,5354591351353092901_6646848050406199753,perf,1.0,0a25e514-4fec-45d0-a447-88cba5b5ba52
569298,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,1,Refinance,8afec1a8-e162-4fcb-9b3f-70ae20e77deb,8,6578369901179002426_6322357825721801020,perf,1.0,1a4884e3-0551-44ff-95ff-952be541806d
569809,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Other,0,1,1,Personal,e0b8c704-1e70-4b06-9ed7-dccf1dada855,4,7797952438219041846_1336777977348630882,perf,1.0,e94dbefa-8bba-4755-94dd-cc7f3ec009e6
569828,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,oklahoma (united states),oklahoma,united states,oklahoma (united states),0,0,Other,0,1,4,Personal,629b5220-9698-4b3b-9dd6-18469ced76d4,8,4305357715866217464_2554712972392826748,perf,1.0,0418101d-6861-420a-b9d6-840e39836a3e
569841,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,arizona (united states),arizona,united states,arizona (united states),0,0,Other,0,1,2,Purchase,ccf39c56-8a54-4a29-a1ee-2fc84d761f52,8,379832483009218738_2701941007079924605,perf,1.0,ed8d577c-db19-4b16-8d44-68d163a0c889
569966,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,1,0,virginia (united states),virginia,united states,virginia (united states),0,0,Other,0,1,1,Refinance,6c99390f-54df-499f-bb01-2a66e2d28ede,5,3392803481594013496_7594672702980574688,perf,1.0,13c6d3f4-e5a6-4e81-b76e-23a3578637f3
570056,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,maryland (united states),maryland,united states,maryland (united states),0,0,Mobile Phone,1,1,3,Purchase,d5ae442f-1b43-4b1e-9621-ea3f1a50d2a8,1,7125830269780292267_3575064003662034610,perf,1.0,2b17c7bc-357f-44cc-add7-786309595015
570058,0.0,0.0,0.0,0.0,0.0,0,2/13/2018,0,0,0,0,0,0,0,0,0,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,1,1,1,Refinance,07a95f5e-a37f-4343-9dcb-a5576f973ebe,2,286982515707453469_1416920913337852308,perf,1.0,91a63c5d-2b36-4339-9cd1-c659faf2a894
